util_tier,pay_segment,variant,accepted,revenue,monthly_spend,default_flag,fraud_flag,limit_offered,exp_day
Low (<30%),On-time,control,0,0.0,69751.81,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,33995.0,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,26818.31,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,24198.37,1,0,0.0,9
Low (<30%),On-time,control,0,0.0,15264.22,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,114067.83,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,23502.0,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,36527.41,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,35526.65,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,47579.07,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,61347.74,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,62735.43,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,30482.45,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,37529.56,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,46992.11,0,0,0.0,1
Low (<30%),On-time,control,1,57.41,36029.72,0,0,25880.68,3
Low (<30%),On-time,control,0,0.0,91136.87,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,52152.76,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,58916.94,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,56833.75,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,73363.51,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,44665.46,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,21333.4,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,49825.84,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,29459.35,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,31323.9,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,54700.44,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,75779.76,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,41236.57,0,0,0.0,12
Low (<30%),On-time,control,1,239.25,47613.02,1,0,37137.87,4
Low (<30%),On-time,control,1,72.4,95564.09,0,0,36892.99,13
Low (<30%),On-time,control,0,0.0,46019.55,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,149834.48,1,0,0.0,8
Low (<30%),On-time,control,0,0.0,54133.03,1,0,0.0,5
Low (<30%),On-time,control,1,167.72,16916.82,0,0,40924.59,10
Low (<30%),On-time,control,0,0.0,59463.37,0,0,0.0,14
Low (<30%),On-time,control,1,170.9,49366.34,1,0,30323.98,14
Low (<30%),On-time,control,1,103.95,77755.25,0,0,32577.09,5
Low (<30%),On-time,control,0,0.0,57127.2,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,38071.34,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,22121.29,1,0,0.0,14
Low (<30%),On-time,control,0,0.0,36751.46,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,26667.07,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,30521.4,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,54761.03,0,0,0.0,6
Low (<30%),On-time,control,1,73.11,94032.64,0,0,37816.67,8
Low (<30%),On-time,control,0,0.0,49701.02,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,22437.82,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,50957.45,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,74217.9,0,0,0.0,4
Low (<30%),On-time,control,1,99.51,30078.13,1,0,47615.0,6
Low (<30%),On-time,control,0,0.0,38155.93,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,41101.05,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,27556.56,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,56420.35,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,38406.07,1,0,0.0,9
Low (<30%),On-time,control,0,0.0,50322.68,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,26178.63,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,32784.65,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,58549.96,1,0,0.0,4
Low (<30%),On-time,control,0,0.0,33861.31,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,96753.99,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,33410.55,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,45651.3,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,65038.87,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,20075.63,1,0,0.0,11
Low (<30%),On-time,control,0,0.0,16916.43,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,19027.05,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,76706.14,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,30962.0,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,146611.95,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,30770.79,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,44744.36,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,88212.15,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,111245.13,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,114370.3,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,74654.65,1,0,0.0,12
Low (<30%),On-time,control,0,0.0,68082.55,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,54869.25,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,60211.91,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,30972.41,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,27101.53,1,0,0.0,13
Low (<30%),On-time,control,0,0.0,40731.53,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,37472.13,1,0,0.0,14
Low (<30%),On-time,control,0,0.0,32527.17,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,57793.91,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,65781.74,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,42644.28,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,85409.28,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,23054.13,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,37034.87,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,28510.67,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,16045.39,1,0,0.0,11
Low (<30%),On-time,control,0,0.0,39148.0,0,0,0.0,4
Low (<30%),On-time,control,1,59.75,38390.73,0,0,30747.29,7
Low (<30%),On-time,control,0,0.0,86957.07,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,55929.7,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,24449.17,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,103103.77,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,75128.99,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,54583.88,1,0,0.0,5
Low (<30%),On-time,control,0,0.0,36432.0,0,0,0.0,3
Low (<30%),On-time,control,1,84.0,25253.63,0,0,25329.46,1
Low (<30%),On-time,control,0,0.0,33871.92,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,70320.54,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,104687.83,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,88262.16,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,31952.96,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,23309.97,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,43778.06,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,16852.01,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,47955.5,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,37897.62,0,0,0.0,4
Low (<30%),On-time,control,1,86.11,32319.52,1,0,27566.92,3
Low (<30%),On-time,control,0,0.0,18381.38,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,52746.09,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,31260.0,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,22731.04,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,9704.2,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,40242.85,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,98969.87,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,93627.05,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,32464.32,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,30192.2,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,51577.05,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,24766.62,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,47445.69,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,59843.32,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,75350.93,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,38807.47,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,36849.9,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,26303.4,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,26984.15,1,0,0.0,11
Low (<30%),On-time,control,0,0.0,36432.1,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,49027.06,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,64423.73,1,0,0.0,8
Low (<30%),On-time,control,0,0.0,27305.83,1,0,0.0,11
Low (<30%),On-time,control,0,0.0,86059.07,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,35627.86,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,40366.73,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,28080.74,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,12140.77,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,63479.21,1,0,0.0,14
Low (<30%),On-time,control,0,0.0,58974.88,1,0,0.0,3
Low (<30%),On-time,control,0,0.0,35446.55,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,42190.08,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,52807.82,0,0,0.0,5
Low (<30%),On-time,control,1,235.7,18679.31,0,0,37329.99,1
Low (<30%),On-time,control,0,0.0,31317.07,1,0,0.0,1
Low (<30%),On-time,control,0,0.0,60692.61,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,21792.04,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,47250.76,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,20705.49,0,0,0.0,6
Low (<30%),On-time,control,1,98.32,51516.63,0,0,45501.87,8
Low (<30%),On-time,control,0,0.0,40079.66,1,0,0.0,13
Low (<30%),On-time,control,1,98.62,18194.58,0,0,31705.78,3
Low (<30%),On-time,control,0,0.0,73043.81,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,28258.49,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,27209.43,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,45104.15,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,72458.09,1,0,0.0,5
Low (<30%),On-time,control,0,0.0,24551.64,1,0,0.0,11
Low (<30%),On-time,control,0,0.0,42078.19,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,50556.82,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,57699.15,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,44563.29,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,33959.74,1,0,0.0,4
Low (<30%),On-time,control,0,0.0,26974.57,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,42596.05,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,23869.95,1,0,0.0,4
Low (<30%),On-time,control,0,0.0,9468.92,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,50752.94,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,64113.64,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,12518.7,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,24626.53,1,0,0.0,11
Low (<30%),On-time,control,0,0.0,55604.65,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,114141.33,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,41226.72,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,28351.73,0,0,0.0,13
Low (<30%),On-time,control,1,84.58,37234.71,1,0,30331.37,12
Low (<30%),On-time,control,0,0.0,81136.09,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,29538.89,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,27360.32,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,32050.66,0,0,0.0,4
Low (<30%),On-time,control,1,82.22,25330.91,0,0,31240.06,5
Low (<30%),On-time,control,0,0.0,43381.14,1,0,0.0,13
Low (<30%),On-time,control,0,0.0,91930.14,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,47953.38,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,35963.8,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,35261.23,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,18673.29,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,63449.52,1,0,0.0,8
Low (<30%),On-time,control,0,0.0,39242.92,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,37279.73,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,201390.03,1,0,0.0,3
Low (<30%),On-time,control,0,0.0,47373.65,0,0,0.0,10
